Entry,Exp_Rate_Constant k1 (M-1s-1),Substrate SMILES,Nucleophile SMILES,Product SMILES,Reaction SMILES,Temp (K),Activation Free Energy (kcalmol-1),Reference,Year,Title,Authors,DOI,Book_Page,Table,Nucleophile,Leaving Group,Solvent,logk,Entry IDs of Duplicates,Model_Flag
292,0.0793,COc1nc(OC)nc(Oc2ccc([N+](=O)[O-])c([N+](=O)[O-])c2)n1,[O-]c1ccccc1,COc1nc(OC)nc(Oc2ccccc2)n1,COc1nc(OC)nc(Oc2ccc([N+](=O)[O-])c([N+](=O)[O-])c2)n1.[O-]c1ccccc1>>COc1nc(OC)nc(Oc2ccccc2)n1,298,18.92,"J. Am. Chem. Soc., 1995, 117, 5484-5491",1995,"Stepwise versus Concerted Mechanisms at Trigonal Carbon: Transfer of the 1,3,5-Triazinyl Group between Aryl Oxide Ions in Aqueous Solution","Renfrew, A. Hunter, M.;Rettura, Donatella;Taylor, John A.;Whitmore, James M. J.;Williams, Andrew",https://doi.org/10.1021/ja00125a008,,Table3,Phenoxide,"3,4-dinitrophenolate",10% dioxane:water(v/v),-1.1,,modelled
293,0.0634,COc1nc(OC)nc(Oc2cc([N+](=O)[O-])cc([N+](=O)[O-])c2)n1,[O-]c1ccccc1,COc1nc(OC)nc(Oc2ccccc2)n1,COc1nc(OC)nc(Oc2cc([N+](=O)[O-])cc([N+](=O)[O-])c2)n1.[O-]c1ccccc1>>COc1nc(OC)nc(Oc2ccccc2)n1,298,19.06,"J. Am. Chem. Soc., 1995, 117, 5484-5491",1995,"Stepwise versus Concerted Mechanisms at Trigonal Carbon: Transfer of the 1,3,5-Triazinyl Group between Aryl Oxide Ions in Aqueous Solution","Renfrew, A. Hunter, M.;Rettura, Donatella;Taylor, John A.;Whitmore, James M. J.;Williams, Andrew",https://doi.org/10.1021/ja00125a008,,Table3,Phenoxide,"3,5-dinitrophenolate",10% dioxane:water(v/v),-1.2,,modelled
294,1.07,COc1nc(OC)nc(Oc2ccc([N+](=O)[O-])cc2Cl)n1,[O-]c1ccccc1,COc1nc(OC)nc(Oc2ccccc2)n1,COc1nc(OC)nc(Oc2ccc([N+](=O)[O-])cc2Cl)n1.[O-]c1ccccc1>>COc1nc(OC)nc(Oc2ccccc2)n1,298,17.38,"J. Am. Chem. Soc., 1995, 117, 5484-5491",1995,"Stepwise versus Concerted Mechanisms at Trigonal Carbon: Transfer of the 1,3,5-Triazinyl Group between Aryl Oxide Ions in Aqueous Solution","Renfrew, A. Hunter, M.;Rettura, Donatella;Taylor, John A.;Whitmore, James M. J.;Williams, Andrew",https://doi.org/10.1021/ja00125a008,,Table3,Phenoxide,2-chloro-4-nitrophenolate,10% dioxane:water(v/v),0.03,,modelled
295,0.0258,COc1nc(OC)nc(Oc2ccc([N+](=O)[O-])c(Cl)c2)n1,[O-]c1ccccc1,COc1nc(OC)nc(Oc2ccccc2)n1,COc1nc(OC)nc(Oc2ccc([N+](=O)[O-])c(Cl)c2)n1.[O-]c1ccccc1>>COc1nc(OC)nc(Oc2ccccc2)n1,298,19.59,"J. Am. Chem. Soc., 1995, 117, 5484-5491",1995,"Stepwise versus Concerted Mechanisms at Trigonal Carbon: Transfer of the 1,3,5-Triazinyl Group between Aryl Oxide Ions in Aqueous Solution","Renfrew, A. Hunter, M.;Rettura, Donatella;Taylor, John A.;Whitmore, James M. J.;Williams, Andrew",https://doi.org/10.1021/ja00125a008,,Table3,Phenoxide,3-chloro-4-nitrophenolate,10% dioxane:water(v/v),-1.59,,modelled
296,0.0057,COc1nc(OC)nc(Oc2ccc(C=O)cc2)n1,[O-]c1ccccc1,COc1nc(OC)nc(Oc2ccccc2)n1,COc1nc(OC)nc(Oc2ccc(C=O)cc2)n1.[O-]c1ccccc1>>COc1nc(OC)nc(Oc2ccccc2)n1,298,20.48,"J. Am. Chem. Soc., 1995, 117, 5484-5491",1995,"Stepwise versus Concerted Mechanisms at Trigonal Carbon: Transfer of the 1,3,5-Triazinyl Group between Aryl Oxide Ions in Aqueous Solution","Renfrew, A. Hunter, M.;Rettura, Donatella;Taylor, John A.;Whitmore, James M. J.;Williams, Andrew",https://doi.org/10.1021/ja00125a008,,Table3,Phenoxide,4-formylphenolate,10% dioxane:water(v/v),-2.24,,modelled
297,0.013,COc1nc(OC)nc(Oc2ccc(Cl)c([N+](=O)[O-])c2)n1,[O-]c1ccccc1,COc1nc(OC)nc(Oc2ccccc2)n1,COc1nc(OC)nc(Oc2ccc(Cl)c([N+](=O)[O-])c2)n1.[O-]c1ccccc1>>COc1nc(OC)nc(Oc2ccccc2)n1,298,19.99,"J. Am. Chem. Soc., 1995, 117, 5484-5491",1995,"Stepwise versus Concerted Mechanisms at Trigonal Carbon: Transfer of the 1,3,5-Triazinyl Group between Aryl Oxide Ions in Aqueous Solution","Renfrew, A. Hunter, M.;Rettura, Donatella;Taylor, John A.;Whitmore, James M. J.;Williams, Andrew",https://doi.org/10.1021/ja00125a008,,Table3,Phenoxide,4-chloro-3-nitrophenolate,10% dioxane:water(v/v),-1.89,,modelled
298,0.0064,COc1nc(OC)nc(Oc2cccc([N+](=O)[O-])c2)n1,[O-]c1ccccc1,COc1nc(OC)nc(Oc2ccccc2)n1,COc1nc(OC)nc(Oc2cccc([N+](=O)[O-])c2)n1.[O-]c1ccccc1>>COc1nc(OC)nc(Oc2ccccc2)n1,298,20.41,"J. Am. Chem. Soc., 1995, 117, 5484-5491",1995,"Stepwise versus Concerted Mechanisms at Trigonal Carbon: Transfer of the 1,3,5-Triazinyl Group between Aryl Oxide Ions in Aqueous Solution","Renfrew, A. Hunter, M.;Rettura, Donatella;Taylor, John A.;Whitmore, James M. J.;Williams, Andrew",https://doi.org/10.1021/ja00125a008,,Table3,Phenoxide,3-nitrophenolate,10% dioxane:water(v/v),-2.19,,modelled
299,0.0025,COc1nc(OC)nc(Oc2cccc(C=O)c2)n1,[O-]c1ccccc1,COc1nc(OC)nc(Oc2ccccc2)n1,COc1nc(OC)nc(Oc2cccc(C=O)c2)n1.[O-]c1ccccc1>>COc1nc(OC)nc(Oc2ccccc2)n1,298,20.97,"J. Am. Chem. Soc., 1995, 117, 5484-5491",1995,"Stepwise versus Concerted Mechanisms at Trigonal Carbon: Transfer of the 1,3,5-Triazinyl Group between Aryl Oxide Ions in Aqueous Solution","Renfrew, A. Hunter, M.;Rettura, Donatella;Taylor, John A.;Whitmore, James M. J.;Williams, Andrew",https://doi.org/10.1021/ja00125a008,,Table3,Phenoxide,3-formylphenolate,10% dioxane:water(v/v),-2.6,,modelled
300,0.0428,COc1nc(OC)nc(Oc2ccc([N+](=O)[O-])c([N+](=O)[O-])c2)n1,[O-]c1cccc(Cl)c1,COc1nc(OC)nc(Oc2cccc(Cl)c2)n1,COc1nc(OC)nc(Oc2ccc([N+](=O)[O-])c([N+](=O)[O-])c2)n1.[O-]c1cccc(Cl)c1>>COc1nc(OC)nc(Oc2cccc(Cl)c2)n1,298,19.29,"J. Am. Chem. Soc., 1995, 117, 5484-5491",1995,"Stepwise versus Concerted Mechanisms at Trigonal Carbon: Transfer of the 1,3,5-Triazinyl Group between Aryl Oxide Ions in Aqueous Solution","Renfrew, A. Hunter, M.;Rettura, Donatella;Taylor, John A.;Whitmore, James M. J.;Williams, Andrew",https://doi.org/10.1021/ja00125a008,,Table3,3-chlorophenolate,"3,4-dinitrophenolate",10% dioxane:water(v/v),-1.37,,modelled
301,0.00953,COc1nc(OC)nc(Oc2ccc([N+](=O)[O-])c(Cl)c2)n1,[O-]c1cccc(Cl)c1,COc1nc(OC)nc(Oc2cccc(Cl)c2)n1,COc1nc(OC)nc(Oc2ccc([N+](=O)[O-])c(Cl)c2)n1.[O-]c1cccc(Cl)c1>>COc1nc(OC)nc(Oc2cccc(Cl)c2)n1,298,20.18,"J. Am. Chem. Soc., 1995, 117, 5484-5491",1995,"Stepwise versus Concerted Mechanisms at Trigonal Carbon: Transfer of the 1,3,5-Triazinyl Group between Aryl Oxide Ions in Aqueous Solution","Renfrew, A. Hunter, M.;Rettura, Donatella;Taylor, John A.;Whitmore, James M. J.;Williams, Andrew",https://doi.org/10.1021/ja00125a008,,Table3,3-chlorophenolate,3-chloro-4-nitrophenolate,10% dioxane:water(v/v),-2.02,,modelled
302,0.00497,COc1nc(OC)nc(Oc2ccc(Cl)c([N+](=O)[O-])c2)n1,[O-]c1cccc(Cl)c1,COc1nc(OC)nc(Oc2cccc(Cl)c2)n1,COc1nc(OC)nc(Oc2ccc(Cl)c([N+](=O)[O-])c2)n1.[O-]c1cccc(Cl)c1>>COc1nc(OC)nc(Oc2cccc(Cl)c2)n1,298,20.56,"J. Am. Chem. Soc., 1995, 117, 5484-5491",1995,"Stepwise versus Concerted Mechanisms at Trigonal Carbon: Transfer of the 1,3,5-Triazinyl Group between Aryl Oxide Ions in Aqueous Solution","Renfrew, A. Hunter, M.;Rettura, Donatella;Taylor, John A.;Whitmore, James M. J.;Williams, Andrew",https://doi.org/10.1021/ja00125a008,,Table3,3-chlorophenolate,4-chloro-3-nitrophenolate,10% dioxane:water(v/v),-2.3,,modelled
303,0.00168,COc1nc(OC)nc(Oc2cccc([N+](=O)[O-])c2)n1,[O-]c1cccc(Cl)c1,COc1nc(OC)nc(Oc2cccc(Cl)c2)n1,COc1nc(OC)nc(Oc2cccc([N+](=O)[O-])c2)n1.[O-]c1cccc(Cl)c1>>COc1nc(OC)nc(Oc2cccc(Cl)c2)n1,298,21.2,"J. Am. Chem. Soc., 1995, 117, 5484-5491",1995,"Stepwise versus Concerted Mechanisms at Trigonal Carbon: Transfer of the 1,3,5-Triazinyl Group between Aryl Oxide Ions in Aqueous Solution","Renfrew, A. Hunter, M.;Rettura, Donatella;Taylor, John A.;Whitmore, James M. J.;Williams, Andrew",https://doi.org/10.1021/ja00125a008,,Table3,3-chlorophenolate,3-nitrophenolate,10% dioxane:water(v/v),-2.77,,modelled
304,0.00043,COc1nc(OC)nc(Oc2cccc(C=O)c2)n1,[O-]c1cccc(Cl)c1,COc1nc(OC)nc(Oc2cccc(Cl)c2)n1,COc1nc(OC)nc(Oc2cccc(C=O)c2)n1.[O-]c1cccc(Cl)c1>>COc1nc(OC)nc(Oc2cccc(Cl)c2)n1,298,22.01,"J. Am. Chem. Soc., 1995, 117, 5484-5491",1995,"Stepwise versus Concerted Mechanisms at Trigonal Carbon: Transfer of the 1,3,5-Triazinyl Group between Aryl Oxide Ions in Aqueous Solution","Renfrew, A. Hunter, M.;Rettura, Donatella;Taylor, John A.;Whitmore, James M. J.;Williams, Andrew",https://doi.org/10.1021/ja00125a008,,Table3,3-chlorophenolate,3-formylphenolate,10% dioxane:water(v/v),-3.37,,modelled
305,0.01005,COc1nc(OC)nc(Oc2ccc([N+](=O)[O-])c([N+](=O)[O-])c2)n1,[O-]c1ccccc1Cl,COc1nc(OC)nc(Oc2ccccc2Cl)n1,COc1nc(OC)nc(Oc2ccc([N+](=O)[O-])c([N+](=O)[O-])c2)n1.[O-]c1ccccc1Cl>>COc1nc(OC)nc(Oc2ccccc2Cl)n1,298,20.15,"J. Am. Chem. Soc., 1995, 117, 5484-5491",1995,"Stepwise versus Concerted Mechanisms at Trigonal Carbon: Transfer of the 1,3,5-Triazinyl Group between Aryl Oxide Ions in Aqueous Solution","Renfrew, A. Hunter, M.;Rettura, Donatella;Taylor, John A.;Whitmore, James M. J.;Williams, Andrew",https://doi.org/10.1021/ja00125a008,,Table3,2-chlorophenolate,"3,4-dinitrophenolate",10% dioxane:water(v/v),-2,,modelled
306,0.00266,COc1nc(OC)nc(Oc2ccc([N+](=O)[O-])c(Cl)c2)n1,[O-]c1ccccc1Cl,COc1nc(OC)nc(Oc2ccccc2Cl)n1,COc1nc(OC)nc(Oc2ccc([N+](=O)[O-])c(Cl)c2)n1.[O-]c1ccccc1Cl>>COc1nc(OC)nc(Oc2ccccc2Cl)n1,298,20.93,"J. Am. Chem. Soc., 1995, 117, 5484-5491",1995,"Stepwise versus Concerted Mechanisms at Trigonal Carbon: Transfer of the 1,3,5-Triazinyl Group between Aryl Oxide Ions in Aqueous Solution","Renfrew, A. Hunter, M.;Rettura, Donatella;Taylor, John A.;Whitmore, James M. J.;Williams, Andrew",https://doi.org/10.1021/ja00125a008,,Table3,2-chlorophenolate,3-chloro-4-nitrophenolate,10% dioxane:water(v/v),-2.58,,modelled
307,0.000776,COc1nc(OC)nc(Oc2ccc(Cl)c([N+](=O)[O-])c2)n1,[O-]c1ccccc1Cl,COc1nc(OC)nc(Oc2ccccc2Cl)n1,COc1nc(OC)nc(Oc2ccc(Cl)c([N+](=O)[O-])c2)n1.[O-]c1ccccc1Cl>>COc1nc(OC)nc(Oc2ccccc2Cl)n1,298,21.66,"J. Am. Chem. Soc., 1995, 117, 5484-5491",1995,"Stepwise versus Concerted Mechanisms at Trigonal Carbon: Transfer of the 1,3,5-Triazinyl Group between Aryl Oxide Ions in Aqueous Solution","Renfrew, A. Hunter, M.;Rettura, Donatella;Taylor, John A.;Whitmore, James M. J.;Williams, Andrew",https://doi.org/10.1021/ja00125a008,,Table3,2-chlorophenolate,4-chloro-3-nitrophenolate,10% dioxane:water(v/v),-3.11,,modelled
308,0.000344,COc1nc(OC)nc(Oc2cccc([N+](=O)[O-])c2)n1,[O-]c1ccccc1Cl,COc1nc(OC)nc(Oc2ccccc2Cl)n1,COc1nc(OC)nc(Oc2cccc([N+](=O)[O-])c2)n1.[O-]c1ccccc1Cl>>COc1nc(OC)nc(Oc2ccccc2Cl)n1,298,22.14,"J. Am. Chem. Soc., 1995, 117, 5484-5491",1995,"Stepwise versus Concerted Mechanisms at Trigonal Carbon: Transfer of the 1,3,5-Triazinyl Group between Aryl Oxide Ions in Aqueous Solution","Renfrew, A. Hunter, M.;Rettura, Donatella;Taylor, John A.;Whitmore, James M. J.;Williams, Andrew",https://doi.org/10.1021/ja00125a008,,Table3,2-chlorophenolate,3-nitrophenolate,10% dioxane:water(v/v),-3.46,,modelled
309,0.000113,COc1nc(OC)nc(Oc2cccc(C=O)c2)n1,[O-]c1ccccc1Cl,COc1nc(OC)nc(Oc2ccccc2Cl)n1,COc1nc(OC)nc(Oc2cccc(C=O)c2)n1.[O-]c1ccccc1Cl>>COc1nc(OC)nc(Oc2ccccc2Cl)n1,298,22.8,"J. Am. Chem. Soc., 1995, 117, 5484-5491",1995,"Stepwise versus Concerted Mechanisms at Trigonal Carbon: Transfer of the 1,3,5-Triazinyl Group between Aryl Oxide Ions in Aqueous Solution","Renfrew, A. Hunter, M.;Rettura, Donatella;Taylor, John A.;Whitmore, James M. J.;Williams, Andrew",https://doi.org/10.1021/ja00125a008,,Table3,2-chlorophenolate,3-formylphenolate,10% dioxane:water(v/v),-3.95,,modelled
310,0.00305,COc1nc(OC)nc(Oc2ccc([N+](=O)[O-])c([N+](=O)[O-])c2)n1,N#Cc1ccc([O-])cc1,COc1nc(OC)nc(Oc2ccc(C#N)cc2)n1,COc1nc(OC)nc(Oc2ccc([N+](=O)[O-])c([N+](=O)[O-])c2)n1.N#Cc1ccc([O-])cc1>>COc1nc(OC)nc(Oc2ccc(C#N)cc2)n1,298,20.85,"J. Am. Chem. Soc., 1995, 117, 5484-5491",1995,"Stepwise versus Concerted Mechanisms at Trigonal Carbon: Transfer of the 1,3,5-Triazinyl Group between Aryl Oxide Ions in Aqueous Solution","Renfrew, A. Hunter, M.;Rettura, Donatella;Taylor, John A.;Whitmore, James M. J.;Williams, Andrew",https://doi.org/10.1021/ja00125a008,,Table3,4-cyanophenolate,"3,4-dinitrophenolate",10% dioxane:water(v/v),-2.52,,modelled
311,0.0014,COc1nc(OC)nc(Oc2cc([N+](=O)[O-])cc([N+](=O)[O-])c2)n1,N#Cc1ccc([O-])cc1,COc1nc(OC)nc(Oc2ccc(C#N)cc2)n1,COc1nc(OC)nc(Oc2cc([N+](=O)[O-])cc([N+](=O)[O-])c2)n1.N#Cc1ccc([O-])cc1>>COc1nc(OC)nc(Oc2ccc(C#N)cc2)n1,298,21.31,"J. Am. Chem. Soc., 1995, 117, 5484-5491",1995,"Stepwise versus Concerted Mechanisms at Trigonal Carbon: Transfer of the 1,3,5-Triazinyl Group between Aryl Oxide Ions in Aqueous Solution","Renfrew, A. Hunter, M.;Rettura, Donatella;Taylor, John A.;Whitmore, James M. J.;Williams, Andrew",https://doi.org/10.1021/ja00125a008,,Table3,4-cyanophenolate,"3,5-dinitrophenolate",10% dioxane:water(v/v),-2.85,,modelled
312,0.000718,COc1nc(OC)nc(Oc2ccc([N+](=O)[O-])c(Cl)c2)n1,N#Cc1ccc([O-])cc1,COc1nc(OC)nc(Oc2ccc(C#N)cc2)n1,COc1nc(OC)nc(Oc2ccc([N+](=O)[O-])c(Cl)c2)n1.N#Cc1ccc([O-])cc1>>COc1nc(OC)nc(Oc2ccc(C#N)cc2)n1,298,21.71,"J. Am. Chem. Soc., 1995, 117, 5484-5491",1995,"Stepwise versus Concerted Mechanisms at Trigonal Carbon: Transfer of the 1,3,5-Triazinyl Group between Aryl Oxide Ions in Aqueous Solution","Renfrew, A. Hunter, M.;Rettura, Donatella;Taylor, John A.;Whitmore, James M. J.;Williams, Andrew",https://doi.org/10.1021/ja00125a008,,Table3,4-cyanophenolate,3-chloro-4-nitrophenolate,10% dioxane:water(v/v),-3.14,,modelled
313,0.000123,COc1nc(OC)nc(Oc2ccc(C=O)cc2)n1,N#Cc1ccc([O-])cc1,COc1nc(OC)nc(Oc2ccc(C#N)cc2)n1,COc1nc(OC)nc(Oc2ccc(C=O)cc2)n1.N#Cc1ccc([O-])cc1>>COc1nc(OC)nc(Oc2ccc(C#N)cc2)n1,298,22.75,"J. Am. Chem. Soc., 1995, 117, 5484-5491",1995,"Stepwise versus Concerted Mechanisms at Trigonal Carbon: Transfer of the 1,3,5-Triazinyl Group between Aryl Oxide Ions in Aqueous Solution","Renfrew, A. Hunter, M.;Rettura, Donatella;Taylor, John A.;Whitmore, James M. J.;Williams, Andrew",https://doi.org/10.1021/ja00125a008,,Table3,4-cyanophenolate,4-formylphenolate,10% dioxane:water(v/v),-3.91,,modelled
314,0.000123,COc1nc(OC)nc(Oc2ccc(Cl)c([N+](=O)[O-])c2)n1,N#Cc1ccc([O-])cc1,COc1nc(OC)nc(Oc2ccc(C#N)cc2)n1,COc1nc(OC)nc(Oc2ccc(Cl)c([N+](=O)[O-])c2)n1.N#Cc1ccc([O-])cc1>>COc1nc(OC)nc(Oc2ccc(C#N)cc2)n1,298,22.75,"J. Am. Chem. Soc., 1995, 117, 5484-5491",1995,"Stepwise versus Concerted Mechanisms at Trigonal Carbon: Transfer of the 1,3,5-Triazinyl Group between Aryl Oxide Ions in Aqueous Solution","Renfrew, A. Hunter, M.;Rettura, Donatella;Taylor, John A.;Whitmore, James M. J.;Williams, Andrew",https://doi.org/10.1021/ja00125a008,,Table3,4-cyanophenolate,4-chloro-3-nitrophenolate,10% dioxane:water(v/v),-3.91,,modelled
315,0.000278,COc1nc(OC)nc(Oc2cccc([N+](=O)[O-])c2)n1,N#Cc1ccc([O-])cc1,COc1nc(OC)nc(Oc2ccc(C#N)cc2)n1,COc1nc(OC)nc(Oc2cccc([N+](=O)[O-])c2)n1.N#Cc1ccc([O-])cc1>>COc1nc(OC)nc(Oc2ccc(C#N)cc2)n1,298,22.27,"J. Am. Chem. Soc., 1995, 117, 5484-5491",1995,"Stepwise versus Concerted Mechanisms at Trigonal Carbon: Transfer of the 1,3,5-Triazinyl Group between Aryl Oxide Ions in Aqueous Solution","Renfrew, A. Hunter, M.;Rettura, Donatella;Taylor, John A.;Whitmore, James M. J.;Williams, Andrew",https://doi.org/10.1021/ja00125a008,,Table3,4-cyanophenolate,3-nitrophenolate,10% dioxane:water(v/v),-3.56,,modelled
316,0.000097,COc1nc(OC)nc(Oc2cccc(C=O)c2)n1,N#Cc1ccc([O-])cc1,COc1nc(OC)nc(Oc2ccc(C#N)cc2)n1,COc1nc(OC)nc(Oc2cccc(C=O)c2)n1.N#Cc1ccc([O-])cc1>>COc1nc(OC)nc(Oc2ccc(C#N)cc2)n1,298,22.89,"J. Am. Chem. Soc., 1995, 117, 5484-5491",1995,"Stepwise versus Concerted Mechanisms at Trigonal Carbon: Transfer of the 1,3,5-Triazinyl Group between Aryl Oxide Ions in Aqueous Solution","Renfrew, A. Hunter, M.;Rettura, Donatella;Taylor, John A.;Whitmore, James M. J.;Williams, Andrew",https://doi.org/10.1021/ja00125a008,,Table3,4-cyanophenolate,3-formylphenolate,10% dioxane:water(v/v),-4.01,,modelled
317,1.09,Clc1nc(Cl)nc(Nc2ccccc2)n1,[OH-],Oc1nc(Cl)nc(Nc2ccccc2)n1,Clc1nc(Cl)nc(Nc2ccccc2)n1.[OH-]>>Oc1nc(Cl)nc(Nc2ccccc2)n1,298,17.37,"J. Chem. Soc., Perkin Trans. 2, 1994, 2389-2393",1994,"Nucleophilic aromatic substitution in heterocycles: alcoholysis and hydrolysis of 2-anilino-4,6-dichloro-1,3,5-triazines","Renfrew, A. Hunter M.;Taylor, John A.;Whitmore, James M. J.;Williams, Andrew",https://doi.org/10.1039/P29940002389,,Table2,Hydroxide,Cl,20% dioxane:water(v/v),0.04,,modelled
318,2.01,Clc1ccc(Nc2nc(Cl)nc(Cl)n2)cc1,[OH-],Oc1nc(Cl)nc(Nc2ccc(Cl)cc2)n1,Clc1ccc(Nc2nc(Cl)nc(Cl)n2)cc1.[OH-]>>Oc1nc(Cl)nc(Nc2ccc(Cl)cc2)n1,298,17.01,"J. Chem. Soc., Perkin Trans. 2, 1994, 2389-2393",1994,"Nucleophilic aromatic substitution in heterocycles: alcoholysis and hydrolysis of 2-anilino-4,6-dichloro-1,3,5-triazines","Renfrew, A. Hunter M.;Taylor, John A.;Whitmore, James M. J.;Williams, Andrew",https://doi.org/10.1039/P29940002389,,Table2,Hydroxide,Cl,20% dioxane:water(v/v),0.3,,modelled
319,0.46,COc1ccc(Nc2nc(Cl)nc(Cl)n2)cc1,[OH-],COc1ccc(Nc2nc(O)nc(Cl)n2)cc1,COc1ccc(Nc2nc(Cl)nc(Cl)n2)cc1.[OH-]>>COc1ccc(Nc2nc(O)nc(Cl)n2)cc1,298,17.88,"J. Chem. Soc., Perkin Trans. 2, 1994, 2389-2393",1994,"Nucleophilic aromatic substitution in heterocycles: alcoholysis and hydrolysis of 2-anilino-4,6-dichloro-1,3,5-triazines","Renfrew, A. Hunter M.;Taylor, John A.;Whitmore, James M. J.;Williams, Andrew",https://doi.org/10.1039/P29940002389,,Table2,Hydroxide,Cl,20% dioxane:water(v/v),-0.34,,modelled
320,0.476,CN(C)c1ccc(Nc2nc(Cl)nc(Cl)n2)cc1,[OH-],CN(C)c1ccc(Nc2nc(O)nc(Cl)n2)cc1,CN(C)c1ccc(Nc2nc(Cl)nc(Cl)n2)cc1.[OH-]>>CN(C)c1ccc(Nc2nc(O)nc(Cl)n2)cc1,298,17.86,"J. Chem. Soc., Perkin Trans. 2, 1994, 2389-2393",1994,"Nucleophilic aromatic substitution in heterocycles: alcoholysis and hydrolysis of 2-anilino-4,6-dichloro-1,3,5-triazines","Renfrew, A. Hunter M.;Taylor, John A.;Whitmore, James M. J.;Williams, Andrew",https://doi.org/10.1039/P29940002389,,Table2,Hydroxide,Cl,20% dioxane:water(v/v),-0.32,,modelled
321,4.17,O=[N+]([O-])c1cccc(Nc2nc(Cl)nc(Cl)n2)c1,[OH-],O=[N+]([O-])c1cccc(Nc2nc(O)nc(Cl)n2)c1,O=[N+]([O-])c1cccc(Nc2nc(Cl)nc(Cl)n2)c1.[OH-]>>O=[N+]([O-])c1cccc(Nc2nc(O)nc(Cl)n2)c1,298,16.58,"J. Chem. Soc., Perkin Trans. 2, 1994, 2389-2393",1994,"Nucleophilic aromatic substitution in heterocycles: alcoholysis and hydrolysis of 2-anilino-4,6-dichloro-1,3,5-triazines","Renfrew, A. Hunter M.;Taylor, John A.;Whitmore, James M. J.;Williams, Andrew",https://doi.org/10.1039/P29940002389,,Table2,Hydroxide,Cl,20% dioxane:water(v/v),0.62,,modelled
322,5.35,CN(c1ccccc1)c1nc(Cl)nc(Cl)n1,O=S(=O)(CC[O-])c1ccccc1,CN(c1ccccc1)c1nc(Cl)nc(OCCS(=O)(=O)c2ccccc2)n1,CN(c1ccccc1)c1nc(Cl)nc(Cl)n1.O=S(=O)(CC[O-])c1ccccc1>>CN(c1ccccc1)c1nc(Cl)nc(OCCS(=O)(=O)c2ccccc2)n1,298,16.43,"J. Chem. Soc., Perkin Trans. 2, 1994, 2389-2393",1994,"Nucleophilic aromatic substitution in heterocycles: alcoholysis and hydrolysis of 2-anilino-4,6-dichloro-1,3,5-triazines","Renfrew, A. Hunter M.;Taylor, John A.;Whitmore, James M. J.;Williams, Andrew",https://doi.org/10.1039/P29940002389,,Table3,2-(benzenesulfonyl)ethanolate,Cl,16% dioxane:water(v/v),0.73,,modelled
323,0.204,CN(c1ccccc1)c1nc(Cl)nc(Cl)n1,[O-]CC(Cl)(Cl)Cl,CN(c1ccccc1)c1nc(Cl)nc(OCC(Cl)(Cl)Cl)n1,CN(c1ccccc1)c1nc(Cl)nc(Cl)n1.[O-]CC(Cl)(Cl)Cl>>CN(c1ccccc1)c1nc(Cl)nc(OCC(Cl)(Cl)Cl)n1,298,18.36,"J. Chem. Soc., Perkin Trans. 2, 1994, 2389-2393",1994,"Nucleophilic aromatic substitution in heterocycles: alcoholysis and hydrolysis of 2-anilino-4,6-dichloro-1,3,5-triazines","Renfrew, A. Hunter M.;Taylor, John A.;Whitmore, James M. J.;Williams, Andrew",https://doi.org/10.1039/P29940002389,,Table3,"2,2,2-trichloroethanolate",Cl,16% dioxane:water(v/v),-0.69,,modelled
324,0.582,CN(c1ccccc1)c1nc(Cl)nc(Cl)n1,[O-]CC(F)(F)F,CN(c1ccccc1)c1nc(Cl)nc(OCC(F)(F)F)n1,CN(c1ccccc1)c1nc(Cl)nc(Cl)n1.[O-]CC(F)(F)F>>CN(c1ccccc1)c1nc(Cl)nc(OCC(F)(F)F)n1,298,17.74,"J. Chem. Soc., Perkin Trans. 2, 1994, 2389-2393",1994,"Nucleophilic aromatic substitution in heterocycles: alcoholysis and hydrolysis of 2-anilino-4,6-dichloro-1,3,5-triazines","Renfrew, A. Hunter M.;Taylor, John A.;Whitmore, James M. J.;Williams, Andrew",https://doi.org/10.1039/P29940002389,,Table3,"2,2,2-trifluoroethanolate",Cl,16% dioxane:water(v/v),-0.24,,modelled
325,0.223,CN(c1ccccc1)c1nc(Cl)nc(Cl)n1,[O-]C1OC(CO)C(O)C(O)C1O,CN(c1ccccc1)c1nc(Cl)nc(OC2OC(CO)C(O)C(O)C2O)n1,CN(c1ccccc1)c1nc(Cl)nc(Cl)n1.[O-]C1OC(CO)C(O)C(O)C1O>>CN(c1ccccc1)c1nc(Cl)nc(OC2OC(CO)C(O)C(O)C2O)n1,298,18.31,"J. Chem. Soc., Perkin Trans. 2, 1994, 2389-2393",1994,"Nucleophilic aromatic substitution in heterocycles: alcoholysis and hydrolysis of 2-anilino-4,6-dichloro-1,3,5-triazines","Renfrew, A. Hunter M.;Taylor, John A.;Whitmore, James M. J.;Williams, Andrew",https://doi.org/10.1039/P29940002389,,Table3,"3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydropyran-2-olate",Cl,16% dioxane:water(v/v),-0.65,,modelled
